gene	exprs	cell_type
ECD	493.5	hNK
AMOTL2	2.5	teNK
MED18	90.75	hNK
TRIP4	1320.25	teNK
RAB2B	203.5	hNK
RXRB	426	teNK
ABCB10	253.25	hNK
SPAG8	4	hNK
TRIOBP	969.75	teNK
FAM192A	568.5	hNK
ATF1	682.75	hNK
ARHGDIA	2888	hNK
RENBP	9	hNK
ZDHHC7	430.25	teNK
SGCE	8.75	teNK
THSD1	18.75	hNK
DOCK3	2.75	hNK
MYL6	2925.75	hNK
C9orf152	8.25	teNK
TSBP1	2.75	teNK
ATP9B	888	hNK
CDC42BPG	101.5	hNK
PFDN6	131.5	hNK
FBXO27	43.75	teNK
ZNF428	2	hNK
TTC17	1334.5	teNK
FBXO48	68.5	teNK
UBE2Q1	1589.75	teNK
AASDH	166.5	hNK
CFAP54	9.75	hNK
CD46	176.5	teNK
EIF2AK4	311.25	hNK
PTP4A1	24	teNK
C16orf87	439.5	teNK
ARL17A	212.75	hNK
ARL17B	212.75	hNK
MFSD4A	12.25	teNK
PEX11B	58.5	hNK
DIMT1	118.75	hNK
FRRS1	352.75	teNK
BRI3BP	57.5	hNK
AKIP1	53	hNK
KRTCAP3	76.25	hNK
ENGASE	153.25	teNK
DFFB	243	teNK
PTPRA	1321.25	hNK
CNIH4	156	hNK
HMBS	79.5	hNK
MACO1	717.5	hNK
SART1	1321	teNK
SNORD7	13.5	hNK
RABL2A	14.5	hNK
RABL2B	14.5	hNK
EXTL2	55.75	teNK
C9orf64	313.75	hNK
LTBP2	4	teNK
PRPF3	439	hNK
CYB5B	833.25	teNK
SAMD8	436	teNK
ABHD14A-ACY1	85.75	teNK
ACY1	85.75	teNK
TMED7	3089	teNK
HMGN3	2.5	teNK
ALAS1	234.5	teNK
MRPL21	184	hNK
ATRIP	215.75	hNK
SNX1	824.5	hNK
CTGF	2.75	teNK
SNORA69	8.75	hNK
TBC1D10B	708.25	hNK
SLC25A47	8.5	hNK
EPHB2	5.25	teNK
POLR2H	79.25	hNK
APMAP	249.75	hNK
CLCC1	432.25	hNK
NCOA7	510.25	teNK
SENP6	2405.25	hNK
AP3S2	231.5	hNK
BRCA1	296.25	teNK
FANCL	205.25	hNK
NUP85	644.5	teNK
EXOSC10	991	hNK
CNPY2	78.75	hNK
PLAC8L1	2.25	hNK
ADORA2B	2.5	hNK
PCDH17	4.25	teNK
SEPHS1	400.5	hNK
SAMM50	368.75	hNK
CHM	1233.5	teNK
POLR3F	819.5	teNK
LSM7	96.25	hNK
SNX25	546.75	teNK
CCDC14	75.75	hNK
WDR55	121.25	hNK
FNDC3B	172.25	hNK
MFF	1226.25	teNK
RNF181	745	hNK
VPS41	1376.75	teNK
IPO8	1253.75	hNK
UMAD1	265.75	teNK
ATF6	1175.75	teNK
PHC1	414.25	teNK
GATC	154.25	teNK
SLC25A14	119.25	teNK
SNORD53	14.5	hNK
NDUFB9	139.5	hNK
PPP1R3F	14.75	hNK
C19orf24	45	hNK
ACBD3	1495.25	teNK
SERP2	14.25	hNK
ALKBH2	155.5	teNK
CNOT10	544.25	hNK
TRMT112	275.75	hNK
C16orf70	308.75	hNK
SPATA7	19	hNK
MRPL36	192.5	hNK
HILPDA	77	teNK
TMEM159	81.75	hNK
TPRA1	333	teNK
GPR3	2.75	teNK
SMURF2	1678	teNK
GTPBP10	145.75	hNK
DIABLO	140.5	hNK
JAZF1	53.25	teNK
SMIM4	46.75	hNK
ZNF18	190.25	hNK
ATG16L1	1255.75	teNK
PCCB	96	hNK
PARP14	2511	teNK
HIRIP3	98.25	hNK
INPP5D	4700.25	teNK
EPHA3	2.5	teNK
TXNDC9	618.25	hNK
PLEKHB2	951.25	teNK
TAS2R60	4.75	hNK
AP2A1	659.75	hNK
BCL6B	2.5	teNK
C6orf47	140.5	hNK
CLDN23	6.5	teNK
MIB2	303.25	teNK
PASK	57	teNK
COPE	681.75	hNK
PHYHD1	17.75	teNK
NUP58	875.25	teNK
IQCC	92	hNK
ILF2	502	hNK
NDUFA10	969.75	teNK
ZNF845	1001.25	teNK
DOCK10	8499.75	teNK
IFT22	37.75	teNK
RNASEK	5	hNK
LRRC29	58.25	hNK
PPM1A	1842	teNK
PKD2	6.25	hNK
IDS	983.25	hNK
NANP	16.5	hNK
HSPA12B	11.5	hNK
RNLS	9.25	hNK
MARCH2	523.25	hNK
MAP3K10	85.5	hNK
ARHGEF9	4	hNK
KEL	2.75	teNK
MCM2	494.75	hNK
ZNF429	130.75	hNK
POP5	115.25	hNK
CNOT7	1306.75	teNK
RCN3	14.5	hNK
PLS3	6	teNK
CLSTN1	578.5	teNK
HGD	3.75	hNK
RASAL1	6	teNK
HAL	53	teNK
UBL7	359.5	hNK
KYAT3	6.25	hNK
CCDC40	13.25	hNK
PRKAR1A	5879	hNK
IPP	217	teNK
SLC25A19	180.5	teNK
TGFA	9.75	teNK
RBM6	2403.5	teNK
SLC36A4	174	teNK
LCMT1	154.25	hNK
YWHAE	3356.25	teNK
HPN	3	teNK
COPS8	608	teNK
RHOT1	1200	teNK
ANKRD46	194.25	hNK
DEGS2	4.25	teNK
ZNF263	625.25	hNK
ISCA1	44	hNK
ENOX2	143.75	hNK
RNU6-1226P	8.5	hNK
RNU6-1274P	8.5	hNK
RNU6-169P	8.5	hNK
RNU6-220P	8.5	hNK
RNU6-313P	8.5	hNK
RNU6-325P	8.5	hNK
RNU6-386P	8.5	hNK
RNU6-395P	8.5	hNK
RNU6-551P	8.5	hNK
RNU6-724P	8.5	hNK
LYSMD1	21.75	hNK
PGP	310.75	hNK
DNTTIP2	1072.75	hNK
IZUMO4	203	teNK
FLOT2	316	hNK
PLA2G7	3.25	teNK
KLHDC10	250	hNK
POU6F2	2.5	teNK
MAGOHB	192.75	hNK
NDUFB6	117.5	hNK
SAAL1	198.5	hNK
METTL9	372.25	hNK
FKBP7	39.75	teNK
SNTB2	621.75	hNK
TRBC1	2097.75	hNK
TRBC2	2097.75	hNK
GOSR2	702.25	hNK
PHF20	1111.5	teNK
LTBR	2.5	hNK
RNU1-67P	14.75	hNK
RNVU1-1	14.75	hNK
RNVU1-14	14.75	hNK
RNVU1-15	14.75	hNK
RNVU1-19	14.75	hNK
PPP2R2D	521.25	hNK
PKD1L3	35.5	teNK
PI4KB	1013.25	teNK
TMEM131L	1237.25	hNK
WHRN	15.75	teNK
CREM	774.25	teNK
TRIM62	162.25	hNK
GTF2F1	484.75	hNK
VAV2	321.75	teNK
DCLRE1C	554.25	teNK
EMC3	571.25	hNK
TCF7L1	7.25	teNK
WBP4	655.25	teNK
CGAS	304.75	teNK
CAMK2N2	8	hNK
SH2B2	11	teNK
CCR9	2.5	hNK
TMEM240	21.25	hNK
PRR22	5.25	teNK
ME2	1870.5	teNK
DPM3	103	hNK
SEC23IP	1298.75	teNK
WNT9A	4.5	teNK
TMEM267	67.25	hNK
BBOF1	9.25	hNK
TM2D1	204	teNK
TSHR	2.25	hNK
HINT2	55.25	hNK
TPK1	94.25	hNK
AGPAT2	193	hNK
COMMD10	221	hNK
DPF3	14	teNK
ARFIP1	118.75	teNK
USP4	1350.25	hNK
DNAJC19	225.25	hNK
SLC7A6OS	735.25	teNK
MED14	2702.75	teNK
AGO4	35.25	hNK
CATSPER3	3	hNK
SERPINB1	45.75	teNK
GTPBP3	133.5	hNK
HSF2	198	hNK
SEC16B	4	teNK
TEX29	3.75	hNK
DPP9	875.25	teNK
RNF151	4.25	hNK
GPSM2	40	hNK
LAPTM4A	1254	teNK
SLC9A3R1	1864.25	teNK
CCDC137	218	hNK
FAM174A	327.5	teNK
TRPC4AP	2274.5	teNK
CENPQ	567.5	teNK
FIS1	930.75	teNK
SETD7	1333.5	teNK
FANCD2	71.5	teNK
CCDC89	3	teNK
SNORD53B	10.25	hNK
MTIF2	354.75	hNK
RN7SKP70	17	teNK
MAST2	793	teNK
ZNF251	239.5	hNK
ZRSR2	517.75	hNK
DCAF4	190.25	teNK
DCAF4L2	190.25	teNK
C11orf65	4.75	hNK
LEO1	344.5	hNK
CENPT	139.75	teNK
SAT2	3	teNK
PLA2G3	4.25	hNK
DAPP1	532.25	teNK
MORN1	10	hNK
PARP2	289.5	hNK
MSH6	498.75	hNK
DHX40	1349.5	teNK
DHRS7	405	teNK
DTD2	45.75	hNK
M6PR	2833	teNK
PDE6H	28.25	teNK
SHARPIN	1110.75	teNK
PPP1R13L	4.5	hNK
TTC13	931.5	teNK
TSACC	5.5	hNK
C6orf62	3653	hNK
MRPL9	602.75	teNK
CTSO	316.75	hNK
GLOD4	235.25	teNK
BAG2	28	teNK
HSPBAP1	80.25	hNK
DMTN	7.25	teNK
MED17	502.5	hNK
CLCN7	284	hNK
PSMC3	785.75	hNK
SNORD18A	3	teNK
PFDN1	229	hNK
ZNF324	112.25	hNK
ZNF324B	112.25	hNK
ZNF878	78.25	hNK
NDUFS5	78.5	hNK
SAPCD1	3	teNK
IDI1	78	hNK
SH2D4B	19.75	hNK
SYDE1	9.25	hNK
SYVN1	706.5	teNK
CNOT3	1268.75	hNK
CYB561D1	419.75	hNK
PIAS1	2025.25	teNK
SCARNA2	1163	hNK
ODC1	1364.75	teNK
KRI1	960.25	teNK
CFL2	336.5	hNK
CDC123	403	teNK
C7orf26	307.75	hNK
ID3	11.25	hNK
CCNG1	1941.75	hNK
RRAS	66.75	hNK
ATP13A3	1668	hNK
GTSE1	34	teNK
PPDPF	200	teNK
FOXRED2	102.75	hNK
NUP98	2022.75	hNK
CDK10	251	teNK
GRSF1	848.5	teNK
LRTM2	5.75	teNK
SLC39A3	114.25	hNK
EIF6	451	hNK
RALGAPA2	2235.75	teNK
ZNF583	69.5	hNK
DHPS	256	hNK
CCT6B	3.75	hNK
NEK3	49	hNK
TGIF2-RAB5IF	335.25	hNK
ABHD18	208.25	teNK
TCTA	125.75	hNK
ATP5IF1	182	hNK
LARS2	17736.25	hNK
TMEM220	7.75	hNK
AGO1	1472.5	teNK
CYP39A1	58.75	teNK
CCDC28A	185.75	hNK
KDM8	39.25	teNK
AGA	106.25	hNK
PCDH7	6.75	hNK
SRPRA	1470	teNK
MAEA	1230.75	teNK
MRNIP	22.75	hNK
PRRC2A	3057.5	hNK
SEC61A1	1291	hNK
APLP1	9.75	teNK
NUDT1	30	hNK
BICD1	532.75	teNK
TTC19	215.5	hNK
KNCN	2.75	teNK
FAM219A	109.25	teNK
ZNF623	79.25	hNK
PELI3	5.25	hNK
NUDT16L1	199	hNK
CBFB	3519.75	teNK
WRB	69	hNK
EFNB3	9.25	teNK
CHD5	13.25	hNK
RGS12	60.25	hNK
MXI1	378	teNK
TUBB4A	15.5	teNK
GCDH	112.25	teNK
ZNF678	769.5	teNK
ZNF681	769.5	teNK
ZNF682	769.5	teNK
ZNF695	769.5	teNK
ZNF724	769.5	teNK
ZNF727	769.5	teNK
ZNF736	769.5	teNK
ZNF85	769.5	teNK
RNU6-1276P	9.25	teNK
PRPF18	1183.5	teNK
KRBA1	141.25	teNK
CDS1	2.5	teNK
FGD5	10.25	teNK
SCO2	15.25	hNK
NDFIP1	1337	hNK
DTX4	4.25	hNK
NIPA2	1010.75	teNK
CSPP1	1036.25	teNK
DEPTOR	11.75	hNK
PLEKHM1	982	teNK
CCNY	1387.75	hNK
NFIX	6.25	hNK
AFG1L	167	teNK
CCP110	532	teNK
MPV17	115	hNK
PJA1	376	hNK
MEX3B	238	teNK
BCAT2	157.5	hNK
CELSR3	8.75	hNK
ARMC2	36.25	teNK
VAC14	530.75	hNK
DTYMK	207.5	hNK
ACCSL	3	teNK
GZMB	4726	hNK
PSMA2	894.5	hNK
MFSD4B	58.5	teNK
ZSCAN25	133	hNK
SLC44A1	451.5	teNK
HNRNPUL2	4897.25	teNK
HNRNPUL2-BSCL2	4897.25	teNK
TAF15	1512.75	hNK
GEMIN7	271.75	teNK
TECR	568	hNK
SLC26A10	23.25	teNK
DHX8	1906.5	teNK
CES2	21.5	teNK
MSH4	6.75	hNK
PPME1	319	hNK
BDH1	7.75	hNK
NCOA1	1103.75	hNK
BIN1	1136.75	teNK
SUV39H2	49.25	teNK
DUSP14	4	teNK
RAD52	269.75	hNK
KDM5C	3217.5	teNK
ZNF451	1216.75	hNK
ST3GAL6	2836.5	teNK
KCMF1	635.75	hNK
MCM7	752.5	hNK
ZNF845	651.25	hNK
SNX33	669	teNK
NANOS3	2.75	hNK
FANCE	109.75	hNK
WDCP	173	hNK
FANCI	98.75	hNK
RASGEF1C	4.75	teNK
SPG11	692.5	hNK
BEST1	3	teNK
NUBP1	216.75	hNK
SLC35E3	283.5	hNK
TEX264	119.25	hNK
ABL2	840.5	teNK
PARD6G	40	hNK
EFHB	14.5	teNK
NUP35	221.25	hNK
ERGIC3	289.5	hNK
CORO1A	5874.5	teNK
GPR35	4.75	teNK
ESRP2	5.75	hNK
BTF3	2205.75	hNK
UFSP1	10	hNK
IMMP1L	224.75	teNK
PPIF	222.25	hNK
NSUN3	270	hNK
PILRA	2	hNK
PILRB	2	hNK
SEMA7A	7.5	teNK
ACAT2	4.5	teNK
L3HYPDH	8.5	hNK
RNU1-104P	9	teNK
RNU1-61P	9	teNK
UBE2J2	622	hNK
MFN1	315.75	hNK
COX5B	105.5	teNK
MIR628	5.5	hNK
PTPN7	1145.25	hNK
HEATR5B	1130.25	teNK
HAGH	114.5	hNK
GSTM2	4.25	teNK
DCTN6	816.75	teNK
ITGB1BP2	16	hNK
AWAT2	4.25	teNK
LARP4B	2485.5	teNK
CLYBL	30.75	hNK
RNF39	3.75	hNK
ANP32A	4044.5	teNK
ANP32D	4044.5	teNK
BBS5	2.75	hNK
DBP	89	hNK
AKAP12	43.75	teNK
TRMT10B	171	hNK
TSPAN31	16.75	hNK
CCS	77.25	teNK
EIF2AK1	754.25	hNK
RIMBP3	10.5	hNK
RIMBP3B	10.5	hNK
RIMBP3C	10.5	hNK
PPP1R9A	4	teNK
NYNRIN	7.5	teNK
LNPK	415.75	hNK
RBM5	5889.75	teNK
RYR3	29.75	teNK
ATG13	463.25	hNK
LSM5	242.5	hNK
IBTK	611.75	hNK
DCTN3	235.5	teNK
COG6	712.25	teNK
MAP3K6	3	teNK
STK11IP	469.25	teNK
KLHL23	3	teNK
B3GNT2	45.5	teNK
CPM	4.75	teNK
PPP1R35	86.75	hNK
MOB3A	2050.5	hNK
USF1	364	teNK
OCIAD2	11.5	teNK
MAPK1IP1L	299.5	teNK
MRPS6	81.5	teNK
GOPC	943.5	teNK
IARS2	612.5	hNK
VPS36	1027.25	teNK
TMED2	936.75	hNK
ATP5F1C	1508.75	hNK
HMGN2	256.25	teNK
HMGN4	256.25	teNK
KISS1R	7	teNK
GATAD1	566	hNK
GSTO2	2.5	hNK
TAF6	215.5	hNK
SLC35B3	743.75	teNK
PSMB7	357.75	hNK
MRM2	38.75	hNK
ARPC4	1669.75	teNK
USP1	1928.25	teNK
AHCY	80	hNK
ARL3	70.25	hNK
PRELID3B	241	hNK
MEMO1	602.25	teNK
POLL	99.5	teNK
WDR47	430.25	teNK
FANCF	72	hNK
LATS1	1317.25	hNK
VWA1	8.25	hNK
CC2D1A	639.5	teNK
LYSMD4	78.75	hNK
CBX2	43.25	hNK
FBXL19	170.75	teNK
MDK	26.75	teNK
SLC30A4	143.25	hNK
MIS18A	398.75	teNK
FKBP15	1371.75	teNK
TLCD2	11	hNK
COX6B2	11.75	teNK
CYB5RL	29.5	hNK
LRRC24	19.75	teNK
MTG1	99	hNK
CWC15	1432	teNK
PIK3IP1	43.5	teNK
NME2	4.25	hNK
BTG3	391.5	teNK
TSC2	1187.75	teNK
PANK2	954.5	teNK
SPATA6L	25.75	teNK
BTBD9	394.75	hNK
ZSWIM7	29	hNK
APPL1	2343.5	teNK
INTS7	530	hNK
NCDN	331.25	hNK
MRPL34	72.5	hNK
RNASEL	336.5	teNK
ZRANB2	811.75	hNK
PTOV1	19.75	hNK
CYP26C1	11	hNK
FMC1	45.25	hNK
ENTPD1	1034.25	teNK
ATG4B	462.5	hNK
TOM1L2	222.5	hNK
PIH1D2	10.75	teNK
CADPS2	7.75	hNK
ZNF233	38.25	hNK
DNAAF3	3.5	teNK
DMD	8.25	hNK
RBMXL1	45	hNK
TSPAN14	534	teNK
TEX14	24.25	teNK
BLOC1S3	60.75	hNK
SARNP	416.75	teNK
AKAP11	2150	teNK
ERBB2	5.25	teNK
SNIP1	363.25	hNK
ZNFX1	1492.25	teNK
ERAP1	2691.5	teNK
RETREG3	1016	hNK
SUB1	3878	teNK
UAP1	207.5	hNK
CHTF18	80.75	hNK
LRRC8A	80	teNK
ZKSCAN4	889.75	teNK
RBM12B	139	hNK
FBF1	331.75	teNK
GSKIP	413.75	teNK
UBE2J1	1601.25	teNK
MFSD14B	1019.25	teNK
MFSD14C	1019.25	teNK
EID1	508.5	hNK
DDB2	195.25	hNK
RNU1-15P	9	hNK
MAP9	8.25	hNK
RSRC1	368.75	hNK
PDZD2	33.25	hNK
TNNI3	2.75	teNK
BBS9	321.75	teNK
KCTD2	395	teNK
ANAPC15	150.75	teNK
UQCR10	236.5	hNK
CDK2AP1	446.75	teNK
ACP6	193.75	hNK
JOSD1	227.5	hNK
NDUFA13	234	hNK
NUP88	911.25	hNK
FAM160A1	2	hNK
MAFK	480.25	hNK
MIER3	1152.5	teNK
TDP2	661.25	teNK
HEMK1	12.25	teNK
TNRC6C	2125.75	teNK
PRCP	315.25	teNK
NAA35	545.5	hNK
KDM2A	3421.25	teNK
KIAA0895	14.5	teNK
ZNF383	44	hNK
RPL24	33	teNK
EFCAB9	18	teNK
PDCD6	548.75	hNK
EXOSC7	220.5	hNK
SCARF2	34.5	teNK
C1D	744.5	teNK
SMAD1	347.25	teNK
DTX3L	1749.75	teNK
CLEC12A	2.5	hNK
NEO1	5	hNK
CFP	32	teNK
NDUFA8	156.5	hNK
RNU5A-3P	526.5	hNK
RNU5E-10P	526.5	hNK
RNU5E-5P	526.5	hNK
RNU5E-6P	526.5	hNK
RNU5E-8P	526.5	hNK
RNU5F-4P	526.5	hNK
PEX5	470	teNK
SNORA11C	6.5	hNK
SNORA11F	6.5	hNK
CNIH1	322	hNK
MED21	462.5	teNK
BIRC6	12389.75	teNK
DHFR	94.5	hNK
DHFR2	94.5	hNK
HLA-A	320.5	teNK
HLA-B	320.5	teNK
HLA-C	320.5	teNK
HLA-E	320.5	teNK
HLA-F	320.5	teNK
HLA-G	320.5	teNK
TEX11	3.75	hNK
NTHL1	13.5	teNK
UBE2L3	1135	hNK
XRCC4	159	hNK
TTBK2	278.25	hNK
DRC1	2.25	hNK
NUBP2	279.5	hNK
ZMAT3	539.25	teNK
CKLF	596.75	teNK
PARG	1690	teNK
GRHPR	33.75	hNK
FER	350	teNK
RNU6-6P	1.75	hNK
CORO2A	3648.5	teNK
XAB2	1178.75	teNK
SNORD24	13.5	teNK
RPP30	152	hNK
EPB41L2	1093.5	hNK
SNORA68	2.75	teNK
SNORA68B	2.75	teNK
MIR30C1	7	teNK
TCERG1	1326	hNK
CCNT1	1919.25	teNK
KBTBD6	27	teNK
RASL12	106.75	hNK
COQ8B	120	hNK
ABHD17B	712.25	hNK
DYNC1LI2	711	hNK
GPR180	208.5	teNK
RIDA	156.25	teNK
ENDOD1	772.75	teNK
HECW2	3.5	hNK
KSR2	46.75	teNK
SCEL	21.5	hNK
RNF34	481.75	hNK
PURA	1085.25	teNK
SBSN	9.25	hNK
NDOR1	232.25	teNK
KLF5	6	teNK
TUBE1	40	hNK
COX4I1	1377.75	teNK
CAST	5594.5	teNK
TMEM63A	441.75	hNK
NBR1	2139.25	teNK
AGFG1	1891.5	teNK
EPB41L4B	2.75	teNK
FBXW4	278.75	teNK
URM1	115.25	hNK
ICMT	337.25	hNK
GSPT2	7.25	hNK
KIAA1324L	3.5	teNK
ITGA5	303	hNK
CDC26	344.5	hNK
NBEAL2	8987	teNK
ASB3	256.75	hNK
GPR75-ASB3	256.75	hNK
GBP2	481.5	hNK
DNAH11	17.25	teNK
EMC4	141	hNK
FBXO7	453.25	teNK
SNORA21B	17.25	teNK
IREB2	2339.75	teNK
MED29	91.5	hNK
CSPG5	14.25	hNK
ARL6IP1	1910.5	hNK
KNOP1	408.75	hNK
PHF8	1781.75	teNK
RFFL	261	teNK
KANTR	259.75	hNK
ALKBH5	1904	teNK
PSMD13	793.75	teNK
MPP6	603.25	hNK
PSMD9	155.75	hNK
VTA1	511.5	teNK
PRKN	7	hNK
ATL3	2202	teNK
CLEC4A	6	teNK
ZC4H2	112.25	teNK
TMEM11	99.75	hNK
MMP14	3.5	teNK
GSDMC	5.5	hNK
KIF3C	222.25	teNK
KMT2B	1986.25	teNK
NADSYN1	276	teNK
HELQ	95.25	hNK
LIN52	165	hNK
RAB7B	5.75	hNK
SLC35F2	60.25	teNK
SNRNP200	3580.5	hNK
RAPGEFL1	9.75	hNK
TAF5	342.5	teNK
MIR30E	12.5	teNK
SNX29	167	hNK
SRR	121.25	hNK
NUPL2	56.75	hNK
HEMGN	19.75	hNK
CCZ1	899.25	teNK
CCZ1B	899.25	teNK
MVD	23	hNK
HOXA7	6.5	teNK
CBFA2T2	516	hNK
CISD1	73.5	hNK
FOXK2	535.75	hNK
MSANTD1	14.75	hNK
IRAK1BP1	3	hNK
KLHL7	396.75	teNK
GALNT12	244.25	teNK
JKAMP	254.25	hNK
PFKFB2	67	hNK
SMIM15	1139.5	teNK
KIFAP3	105.25	hNK
TFG	608.5	hNK
IPO7	1647	hNK
SLCO4A1	46	teNK
TXLNB	34.25	hNK
AHSA1	887.75	teNK
TFB1M	74.25	hNK
CHADL	3.25	teNK
UBE2K	1448.5	teNK
RAD51AP1	49.5	teNK
CCAR1	3308.25	teNK
F2RL2	265.75	teNK
CD3E	17.75	hNK
PHF11	92.75	teNK
WWOX	113.75	hNK
ZNF330	579.5	hNK
UBR7	521.25	hNK
ZNF174	34.25	hNK
EGFL7	3.75	teNK
GALNT4	234.25	hNK
POC1B-GALNT4	234.25	hNK
SLC6A20	3.25	teNK
MAP4K3	322.25	teNK
CHCHD7	149.5	hNK
WIPF3	2.25	hNK
MORN4	2.5	hNK
LMBR1L	846	teNK
DNAJB13	9.25	teNK
PARP9	786.5	teNK
PEA15	2033	teNK
SEC23B	952.5	teNK
PPP1R37	693	teNK
OMP	4	teNK
JTB	411	hNK
FBXO3	1114	teNK
AKIRIN2	919.25	teNK
SNORD83B	173.5	hNK
AP1M1	1148.5	teNK
SMPD1	326.75	teNK
SNX14	529.5	hNK
SYNJ2BP	536.5	hNK
PNP	6.25	teNK
CYB5D1	32	teNK
TIPRL	946.25	teNK
ORAI3	377.25	teNK
STK11	1100	teNK
NDUFAF5	103.75	hNK
AIDA	940.25	teNK
ZNF706	915.25	hNK
SAFB	2296.75	teNK
POLR3A	538	hNK
FGFBP3	7	hNK
HMGA1	164	teNK
ATP5MC3	505.25	hNK
MAMLD1	5.5	hNK
TNFSF13B	5.75	hNK
THUMPD2	99	teNK
CTU2	141	hNK
CYB5D1	202.75	teNK
MB21D2	24.75	hNK
RCBTB1	578.25	hNK
UBE2O	389.75	teNK
ZNF23	28.75	teNK
ZDHHC17	761.75	teNK
U2AF1	413.75	hNK
ARPC1A	614	teNK
SNX7	47.25	teNK
ZBED3	209.75	teNK
DDIT4	204	hNK
TMEM199	121.5	hNK
COQ3	53	hNK
STRADB	257.25	teNK
MVB12A	117	hNK
SCNM1	163	hNK
ARFGAP3	139.25	hNK
AXL	12.25	hNK
RPL37A	3247.75	teNK
TAS1R3	44.25	hNK
RBM47	8	hNK
PPM1E	6.25	teNK
USP7	5308.75	teNK
PLCXD1	11.5	teNK
DAPK3	301.25	hNK
FARSA	648	teNK
DIS3L	598.5	teNK
BEND4	16.75	hNK
TTF1	916.75	teNK
DYNLL1	1198.5	hNK
SLA2	954.25	hNK
TRGV9	6.75	hNK
PICK1	24.75	hNK
FARP1	168	hNK
PCOLCE	3.25	teNK
CTNNA1	1178.25	hNK
LLGL1	660.25	teNK
STK19	150.25	teNK
GNB2	782.5	teNK
UQCRH	1523.25	teNK
UQCRHL	1523.25	teNK
POLR1E	149	hNK
GCOM1	6	teNK
MYZAP	6	teNK
RBM17	712.25	hNK
PDF	17.25	hNK
FAM114A2	521.25	teNK
ATXN7L3	555.5	hNK
HEBP2	8.5	hNK
RAD51B	8.5	teNK
ZNF250	28.75	hNK
COPRS	4.25	hNK
CARMIL3	7.25	teNK
HIST1H2AB	10.5	teNK
HIST1H2AE	10.5	teNK
DYRK1B	464	teNK
USP49	60	hNK
TTI1	604.75	teNK
UBE2E1	756.25	teNK
UBR3	1754.75	hNK
ARHGEF10L	6.75	teNK
KCNRG	19.75	teNK
LRRC69	6	hNK
LPCAT2	4.5	teNK
VANGL2	3.75	teNK
IL12RB1	354.75	teNK
RBM18	611.5	teNK
ALS2CL	3.25	teNK
MRGBP	341.75	teNK
ZNF322	423.5	hNK
MBOAT2	21	teNK
DLAT	374.25	hNK
ZNF646	1316.5	hNK
CD164	7462.75	teNK
HEATR6	942.75	teNK
BBS2	77	hNK
RAB12	335.75	teNK
SHLD2	220.75	teNK
ADAM21	5	teNK
PIGQ	709.5	teNK
SCARNA21B	9.25	hNK
MAP3K13	41.25	teNK
GCFC2	149.5	hNK
RABGGTA	374.5	hNK
FAM13A	3.25	hNK
ARL8A	309.5	hNK
THOC2	491	teNK
ATG2B	824.75	hNK
CAPN15	475.75	teNK
DCLRE1A	143	teNK
RBM48	373	teNK
TMEM101	32.5	hNK
TES	2427.5	hNK
TMC1	3.75	teNK
PLA2G4C	11.75	hNK
ETNK1	2794.5	teNK
KREMEN1	239.75	teNK
BUD31	1093.75	teNK
ACBD4	141.75	teNK
PTPDC1	90.75	hNK
ERCC6L	217.75	teNK
HELB	884.25	teNK
SLC26A8	5	teNK
MAGEH1	17.5	hNK
SERTAD2	2068.75	teNK
SNORD82	16.25	teNK
TRIM32	127.75	teNK
COPS5	491.25	hNK
CYSTM1	2	hNK
GFPT2	37.75	hNK
EBAG9	541.5	teNK
PHIP	5825.5	teNK
SLC31A2	59.75	hNK
BET1L	200.25	hNK
ODR4	523.25	teNK
WDPCP	42.75	teNK
APLP2	4078.5	teNK
TEX30	117.5	teNK
CAND1	1527.25	hNK
ZBTB41	1064.5	teNK
HTRA2	178.5	hNK
PGAP1	60.25	teNK
R3HDM1	2360	teNK
BCS1L	76.5	hNK
MAP3K14	409	teNK
CLPB	128.75	hNK
ZNF775	721.75	hNK
PHF5A	312.25	hNK
ZNF747	68.25	hNK
ZNF764	68.25	hNK
SLC46A3	214.75	teNK
GALC	224	teNK
EMC6	252.75	hNK
ACTR8	478.5	hNK
EXD1	30	hNK
BTBD19	123	hNK
MAP1S	361	hNK
COMMD6	314.75	hNK
RNU6-378P	33.75	teNK
PHF12	1778.25	teNK
EIF2B2	218	hNK
PPP4R4	3.5	hNK
SLC22A13	7	hNK
SNORD45A	69.25	hNK
PCDHGC3	3	hNK
MYO19	123.75	teNK
RNF26	34.75	hNK
PGGT1B	403.5	teNK
GPANK1	123	hNK
TARSL2	117	teNK
PCGF5	353	hNK
LSM3	141.75	hNK
CARM1	383.75	hNK
CA12	7.5	hNK
DRAP1	417.5	hNK
FAM53A	321.25	hNK
PUM2	8153.5	teNK
ZCWPW1	159.25	teNK
PDE4C	10.75	teNK
RNU6-151P	4.5	hNK
SHPK	73.5	teNK
LY6G5B	5.25	hNK
GAREM1	13.25	hNK
FAM234B	93.25	hNK
SCN4A	2.5	teNK
CAPSL	5.25	teNK
ST6GALNAC3	42	hNK
IFI16	2.5	teNK
ARID4B	4284.25	teNK
PIGN	411.25	hNK
TRMO	105	hNK
RAI1	1097	teNK
ETFDH	659	teNK
VIL1	2.75	teNK
CGRRF1	246.5	teNK
NDST1	505.25	teNK
PKMYT1	78.25	hNK
